"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Lewiston, ID-WA","30300","2020-01-30",68,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-31",8,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-02-01",2,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-02",3,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-03",15,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-04",22,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-05",15,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-06",22,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-07",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-08",2,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-09",13,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-10",14,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-11",13,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-12",6,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-13",5,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-14",0,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-15",8,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-16",0,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-17",6,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-18",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-19",8,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-20",6,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-21",7,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-22",12,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-23",18,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-24",8,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-25",12,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-26",10,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-27",8,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-28",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-02-29",2,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-01",15,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-02",15,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-03",6,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-04",8,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-05",12,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-06",21,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-07",8,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-08",12,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-09",12,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-10",7,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-11",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-12",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-13",10,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-14",11,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-15",24,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-16",19,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-17",14,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-18",18,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-19",23,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-20",20,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-21",27,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-22",22,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-23",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-24",7,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-25",9,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-26",6,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-27",13,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-28",6,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-29",0,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-30",0,"Good","PM2.5","16-069-0013",1
"Lewiston, ID-WA","30300","2020-03-31",0,"Good","PM2.5","16-069-0013",1
"Lewiston-Auburn, ME","30340","2020-01-01",12,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-02",30,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-03",56,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-04",52,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-05",12,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-06",34,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-07",37,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-08",21,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-09",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-10",27,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-11",31,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-12",9,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-13",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-14",23,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-15",14,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-16",13,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-17",10,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-18",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-19",21,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-20",13,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-21",30,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-22",46,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-23",64,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-24",52,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-25",24,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-26",2,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-27",18,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-28",10,"Good","PM10","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-29",11,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-30",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-01-31",49,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-01",52,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-02",21,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-03",21,"Good","PM10","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-04",34,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-05",16,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-06",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-07",3,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-08",12,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-09",27,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-10",23,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-11",53,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-12",11,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-13",27,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-14",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-15",25,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-16",24,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-17",39,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-18",24,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-19",16,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-20",17,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-21",22,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-22",37,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-23",54,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-24",54,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-25",58,"Moderate","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-26",46,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-27",5,"Good","PM10","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-28",1,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-02-29",8,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-01",18,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-02",25,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-03",38,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-04",5,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-05",3,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-06",20,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-07",7,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-08",6,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-09",32,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-10",19,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-11",7,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-12",9,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-13",5,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-14",2,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-15",10,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-16",3,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-17",10,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-18",10,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-19",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-20",2,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-21",11,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-22",13,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-23",20,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-24",5,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-25",21,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-26",10,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-27",9,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-28",13,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-29",11,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-30",3,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-03-31",5,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-01",0,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-02",0,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-08",19,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-09",19,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-10",10,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-11",15,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-12",30,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-13",25,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-14",13,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-15",16,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-16",13,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-17",21,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-18",19,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-19",33,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-20",14,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-21",23,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-22",11,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-23",21,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-24",23,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-25",32,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-26",33,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-27",18,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-28",17,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-29",17,"Good","PM2.5","23-001-0011",1
"Lewiston-Auburn, ME","30340","2020-04-30",28,"Good","PM2.5","23-001-0011",1
"Lexington-Fayette, KY","30460","2020-01-01",12,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-04",25,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-07",15,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-10",22,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-13",23,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-16",28,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-19",30,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-22",38,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-25",23,"Good","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-28",55,"Moderate","PM2.5","21-067-0012",1
"Lexington-Fayette, KY","30460","2020-01-31",44,"Good","PM2.5","21-067-0012",1
"Lima, OH","30620","2020-01-01",13,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-02",13,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-03",36,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-04",43,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-05",12,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-06",14,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-07",19,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-08",16,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-09",12,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-10",27,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-11",0,"Good","SO2","39-003-0009",1
"Lima, OH","30620","2020-01-12",6,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-13",17,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-14",34,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-15",32,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-16",47,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-17",11,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-18",15,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-19",41,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-20",35,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-21",27,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-22",51,"Moderate","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-23",28,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-24",13,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-25",20,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-26",20,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-27",56,"Moderate","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-28",45,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-29",28,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-30",18,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-01-31",38,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-01",45,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-02",13,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-03",23,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-04",19,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-05",5,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-06",18,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-07",19,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-08",39,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-09",51,"Moderate","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-10",31,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-11",53,"Moderate","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-12",33,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-13",30,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-14",45,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-15",44,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-16",26,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-17",46,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-18",30,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-19",28,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-20",17,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-21",29,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-22",33,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-23",33,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-24",33,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-25",38,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-26",11,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-27",13,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-28",36,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-02-29",20,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-03-01",41,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-02",40,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-03",34,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-04",34,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-05",36,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-06",31,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-07",35,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-08",40,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-09",42,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-10",31,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-11",28,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-03-12",30,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-13",35,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-14",31,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-15",33,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-16",32,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-17",32,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-03-18",27,"Good","PM2.5","39-003-0009",1
"Lima, OH","30620","2020-03-19",27,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-20",31,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-21",34,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-22",36,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-23",34,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-24",36,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-25",36,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-26",38,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-27",28,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-28",32,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-29",40,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-30",34,"Good","Ozone","39-003-0009",1
"Lima, OH","30620","2020-03-31",24,"Good","Ozone","39-003-0009",1
"Little Rock-North Little Rock-Conway, AR","30780","2020-01-01",56,"Moderate","PM2.5","05-119-1008",3
"Little Rock-North Little Rock-Conway, AR","30780","2020-01-02",63,"Moderate","PM2.5","05-119-0007",3
"Little Rock-North Little Rock-Conway, AR","30780","2020-01-03",36,"Good","PM2.5","05-119-1008",3
"Little Rock-North Little Rock-Conway, AR","30780","2020-01-04",32,"Good","Ozone","05-119-0007",3
"Little Rock-North Little Rock-Conway, AR","30780","2020-01-05",48,"Good","PM2.5","05-119-1008",3
